Course,Title,CourseType,Instructor,StartDate,EndDate,Weekdays,StartTime,EndTime,Location,RoomType,Enrolled,Credits
GRK 0102 01,Greek Drama,LEC,Mahoney Anne,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M010 123,Seminar Room,4,1
GRK 0120 01,Review and Readings,LEC,Beaulieu Marie-Claire,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M010 124,Seminar Room,2,1
HEB 0001 A,Elementary Hebrew,LEC,Kimelman Hava,9/2/14,12/8/14,F,10:30 AM,11:20 AM,M086 103,Classroom,14,1
HEB 0001 A,Elementary Hebrew,LEC,Kimelman Hava,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M086 103,Classroom,14,1
HEB 0001 B,Elementary Hebrew,LEC,Kimelman Hava,9/2/14,12/8/14,F,1:30 PM,2:20 PM,M086 103,Classroom,10,1
HEB 0001 B,Elementary Hebrew,LEC,Kimelman Hava,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M086 103,Classroom,10,1
HEB 0003 A,Intermediate Hebrew,LEC,Harari-Spencer Hedda,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M086 318,Classroom,8,1
HEB 0003 A,Intermediate Hebrew,LEC,Harari-Spencer Hedda,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M086 318,Classroom,8,1
HEB 0021 01,Conversation/composition,LEC,Harari-Spencer Hedda,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M086 334,Classroom,9,1
HEB 0121 01,Composition & Conversat,LEC,Harari-Spencer Hedda,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M086 334,Classroom,3,1
HIST 0005 01,History Of Consumption,LEC,Baghdiantz-McCabe Ina,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M007 001,Classroom,120,1
HIST 0009 01,Hist of Christianity 1,LEC,Eyl Jennifer,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M024 314,Classroom,13,1
HIST 0014 01,Hist Persp/crises Africa,LEC,TBD,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M002 002,Classroom,0,1
HIST 0022 27,The Changing Amer Nation,LEC,Ueda Reed T,9/2/14,12/8/14,T,1:30 PM,4:00 PM,M007 223,Classroom,16,1
HIST 0028 04,Us Foreign Relat To 1900,LEC,Ekbladh David,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M027 113,Classroom,51,1
HIST 0032 05,Rise of the Modern Woman,LEC,Drachman Virginia G,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M040 006,Classroom,24,1
HIST 0034 06,Afr Am Us Hist Since1865,LEC,Joseph Peniel E.,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M022 152,Classroom,11,1
HIST 0040 01,China To The Opium War,LEC,Brazelton Mary,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M002 006,Classroom,25,1
HIST 0042 07,Japan To 1868,LEC,Leupp Gary,9/2/14,12/8/14,MWF,10:30 AM,11:20 AM,M038 016,Classroom,18,1
HIST 0046 08,Modern South Asia,LEC,Jalal Ayesha,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M024 304,Classroom,14,1
HIST 0050 01,Hist Of Ancient Greece,LEC,Hirsch Steven W,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M010 201,Classroom,23,1
HIST 0050 R01,Hist Of Ancient Greece,RCT,Hirsch Steven W,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M010 202,Classroom,5,1
HIST 0050 R02,Hist Of Ancient Greece,RCT,Hirsch Steven W,9/2/14,12/8/14,R,4:30 PM,5:25 PM,M010 206,Classroom,11,1
HIST 0050 R03,Hist Of Ancient Greece,RCT,Hirsch Steven W,9/2/14,12/8/14,F,9:30 AM,10:20 AM,M010 202,Classroom,7,1
HIST 0053 09,Europe To 1815,LEC,Proctor David John,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M007 001,Classroom,80,1
HIST 0053 RA,Europe To 1815,RCT,Proctor David John,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M010 333,Classroom,16,1
HIST 0053 RB,Europe To 1815,RCT,Proctor David John,9/2/14,12/8/14,R,6:00 PM,6:50 PM,M010 333,Classroom,20,1
HIST 0053 RC,Europe To 1815,RCT,Proctor David John,9/2/14,12/8/14,R,7:30 PM,8:15 PM,M010 333,Classroom,7,1
HIST 0053 RD,Europe To 1815,RCT,Proctor David John,9/2/14,12/8/14,F,10:30 AM,11:20 AM,M010 333,Classroom,14,1
HIST 0053 RE,Europe To 1815,RCT,Proctor David John,9/2/14,12/8/14,F,12:00 PM,12:50 PM,M010 333,Classroom,14,1
HIST 0055 10,Europe Early Middle Ages,LEC,Marrone Steven P,9/2/14,12/8/14,M,4:30 PM,5:20 PM,M038 016,Classroom,16,1
HIST 0055 10,Europe Early Middle Ages,LEC,Marrone Steven P,9/2/14,12/8/14,TR,4:30 PM,5:20 PM,M038 016,Classroom,16,1
HIST 0057 11,Renaisssance&reformation,LEC,Rankin Alisha,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M004 114,Classroom,17,1
HIST 0058 01,Byzantine World,LEC,Proctor David John,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M007 001,Classroom,51,1
HIST 0058 RA,Byzantine World,RCT,Proctor David John,9/2/14,12/8/14,R,1:30 PM,2:20 PM,M010 333,Classroom,17,1
HIST 0058 RB,Byzantine World,RCT,Proctor David John,9/2/14,12/8/14,R,4:30 PM,5:45 PM,M010 333,Classroom,19,1
HIST 0058 RC,Byzantine World,RCT,Proctor David John,9/2/14,12/8/14,F,1:30 PM,2:20 PM,M010 333,Classroom,10,1
HIST 0058 RD,Byzantine World,RCT,Proctor David John,9/2/14,12/8/14,F,2:30 PM,3:20 PM,M010 333,Classroom,5,1
HIST 0059 12,Europe 1914-2000,LEC,Foster Elizabeth,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M003 208,Classroom,34,1
HIST 0064 13,Modern France,LEC,Foster Elizabeth,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M009 106,Classroom,13,1
HIST 0065 14,Britain & British Empire,LEC,Malchow Howard L,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M002 005,Classroom,17,1
HIST 0066 18,Spain And Empire,LEC,Schmidt Nowara Christopher,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M003 211,Classroom,17,1
HIST 0068 27,Eur Intellectual Hist,LEC,Manjapra Kris K.,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M010 333,Classroom,11,1
HIST 0070 15,Middle East To Ww I,LEC,Roberts Hugh,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M004 104,Classroom,31,1
HIST 0076 01,Ancient Egypt,LEC,Harrington James Matthew,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M004 104,Classroom,24,1
HIST 0083 02,Spec Top: North America,LEC,Field Kendra,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M019 013,Classroom,8,1
HIST 0083 50,Spec Top: North America,LEC,Curtis Heather D,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M010 202,Classroom,1,1
HIST 0093 09,Found Sem:north America,LEC,Joseph Peniel E.,9/2/14,12/8/14,M,1:30 PM,4:00 PM,M034 201,Seminar Room,6,1
HIST 0093 20,Found Sem:north America,LEC,Ekbladh David,9/2/14,12/8/14,W,1:30 PM,4:00 PM,M034 201,Seminar Room,12,1
HIST 0095 19,Foundation Sem: So Asia,LEC,Manjapra Kris K.,9/2/14,12/8/14,W,9:00 AM,11:30 AM,M038 015,Seminar Room,4,1
HIST 0097 19,Found Sem:me & Cent Asia,LEC,Manz Beatrice Forbes,9/2/14,12/8/14,R,1:30 PM,4:00 PM,M024 316,Classroom,4,1
HIST 0102 20,Slavery/freedom Atlantic,LEC,Schmidt Nowara Christopher,9/2/14,12/8/14,W,9:00 AM,11:30 AM,M038 113,Seminar Room,8,1
HIST 0116 20,Rev Central/south Amer,LEC,Winn Peter,9/2/14,12/8/14,T,1:20 PM,4:20 PM,M006 100,Classroom,12,1
HIST 0121 21,Courtship Modern America,LEC,Drachman Virginia G,9/2/14,12/8/14,R,1:30 PM,4:00 PM,M027 007,Seminar Room,17,1
HIST 0135 22,Gender&sexuality Jpn Hst,LEC,Leupp Gary,9/2/14,12/8/14,R,1:30 PM,4:00 PM,M006 100A,Classroom,12,1
HIST 0150 01,Ancient Grk/rom Medicine,LEC,Phillips Joanne,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M010 333,Classroom,9,1
HIST 0153 01,Martin Luther:man & Era,LEC,Brown Daniel W,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M086 318,Classroom,2,1
HIST 0155 22,Gen/Sexuality-Pre Mod Eur,LEC,Rankin Alisha,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M026 108,Classroom,6,1
HIST 0173 01,Adv Sp Tp: North America,LEC,Curtis Heather D,9/2/14,12/8/14,W,9:00 AM,11:30 AM,M010 124,Seminar Room,0,1
HIST 0175 23,Adv Sp Tps: South Asia,LEC,Jalal Ayesha,9/2/14,12/8/14,T,3:30 PM,5:20 PM,M151 205,Classroom,4,1
HIST 0177 21,Adv Sp Tp: Me/c Asia,LEC,Roberts Hugh,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M010 204,Classroom,4,1
HIST 0190 23,Rsrch Sem:wrld Transr Hs,LEC,Ueda Reed T,9/2/14,12/8/14,M,1:30 PM,4:00 PM,M024 316,Classroom,9,1
HIST 0196 01,Research Seminar: Europe,LEC,Marrone Steven P,9/2/14,12/8/14,T,1:30 PM,4:00 PM,M038 016,Classroom,8,1
HIST 0196 02,Research Seminar: Europe,LEC,Malchow Howard L,9/2/14,12/8/14,T,1:30 PM,4:00 PM,M038 113,Seminar Room,9,1
HIST 0200 15,Historiography,LEC,Baghdiantz-McCabe Ina,9/2/14,12/8/14,T,9:00 AM,11:30 AM,M038 113,Seminar Room,5,1
HIST 0203 24,Comparative Colloquia,LEC,Winn Peter,9/2/14,12/8/14,M,6:00 PM,9:00 PM,M004 113,Seminar Room,9,1
HIST 0285 01,Museums:mission&function,LEC,Robinson Cynthia,9/2/14,12/8/14,R,6:00 PM,9:00 PM,M024 314,Classroom,3,1
HIST 0285 02,Museums:mission&function,LEC,Iacobucci Cara M,9/2/14,12/8/14,R,6:00 PM,9:00 PM,M024 316,Classroom,3,1
ILVS 0050 01,Intro To Film Studies,LEC,Marquette Scarlet,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M006 100,Classroom,13,1
ILVS 0050 R,Intro To Film Studies,RCT,Marquette Scarlet,9/2/14,12/8/14,T,6:30 PM,9:30 PM,M024 316,Classroom,11,1
ILVS 0055 01,Cult Hist Mod Mid East,LEC,Rastegar Kamran,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M086 012,Classroom,8,1
ILVS 0091 01,Special Topics,LEC,Carleton Gregory,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M086 012,Classroom,8,1
ILVS 0091 02,Special Topics,LEC,Rastegar Kamran,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M086 116,Classroom,15,1
ILVS 0091 03,Special Topics,LEC,Edelman Lee C,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M024 304,Classroom,8,1
ILVS 0091 03R,Special Topics,RCT,Edelman Lee C,9/2/14,12/8/14,R,6:30 PM,9:00 PM,M024 304,Classroom,7,1
ILVS 0091 04,Special Topics,LEC,Lowe Lisa,9/2/14,12/8/14,W,1:20 PM,4:20 PM,M010 333,Classroom,0,1
ILVS 0091 05,Special Topics,LEC,Roy Modhumita,9/2/14,12/8/14,MW,3:00 PM,5:15 PM,M086 012,Classroom,0,1
ILVS 0091 06,Special Topics,LEC,Densky Doreen,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M086 002,Classroom,1,1
ILVS 0091 07,Special Topics,LEC,Romero Christiane M,9/2/14,12/8/14,R,3:00 PM,4:15 PM,M086 011,Classroom,0,1
ILVS 0091 07,Special Topics,LEC,Romero Christiane M,9/2/14,12/8/14,T,3:00 PM,5:20 PM,M086 011,Classroom,0,1
ILVS 0091 09,Special Topics,LEC,Lemelin Christopher,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M086 011,Classroom,0,1
ILVS 0091 10,Special Topics,LEC,North Paul,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M086 106,Lounge,1,1
ILVS 0100 01,Classics Of World Cinema,LEC,Rosenberg Joel,9/2/14,12/8/14,R,4:30 PM,5:45 PM,M024 310,Classroom,7,1
ILVS 0100 01,Classics Of World Cinema,LEC,Rosenberg Joel,9/2/14,12/8/14,T,4:30 PM,7:30 PM,M024 310,Classroom,7,1
ILVS 0191 01,Special Topics,LEC,Schub Claire,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M086 102,Classroom,1,1
INTR 0197 01,Senior Honors Thesis A,LEC,Masuoka Natalie,9/2/14,12/8/14,W,6:30 PM,9:00 PM,M017 112,Classroom,10,0
ITAL 0001 A,Elementary Italian I,LEC,Paolini Elena,9/2/14,12/8/14,MW,8:30 AM,9:20 AM,M086 108,Classroom,13,1
ITAL 0001 A,Elementary Italian I,LEC,Paolini Elena,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M086 108,Classroom,13,1
ITAL 0001 B,Elementary Italian I,LEC,Perricone Isabella,9/2/14,12/8/14,TRF,12:00 PM,12:50 PM,M086 110,Classroom,10,1
ITAL 0001 C,Elementary Italian I,LEC,Merolla Carmela,9/2/14,12/8/14,MWF,1:30 PM,2:20 PM,M086 108,Classroom,15,1
ITAL 0001 D,Elementary Italian I,LEC,DiSilvio Patricia,9/2/14,12/8/14,TWR,4:30 PM,5:20 PM,M086 101,Classroom,5,1
ITAL 0002 A,Elementary Italian II,LEC,DiSilvio Patricia,9/2/14,12/8/14,M,4:30 PM,5:20 PM,M086 101,Classroom,7,1
ITAL 0002 A,Elementary Italian II,LEC,DiSilvio Patricia,9/2/14,12/8/14,TR,3:00 PM,3:50 PM,M086 101,Classroom,7,1
ITAL 0003 A,Intermediate Italian I,LEC,Paolini Elena,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M086 111,Classroom,16,1
ITAL 0003 A,Intermediate Italian I,LEC,Paolini Elena,9/2/14,12/8/14,TR,10:30 AM,11:20 AM,M086 111,Classroom,16,1
ITAL 0003 B,Intermediate Italian I,LEC,Merolla Carmela,9/2/14,12/8/14,MWF,10:30 AM,11:20 AM,M086 101,Classroom,12,1
ITAL 0003 C,Intermediate Italian I,LEC,Perricone Isabella,9/2/14,12/8/14,F,2:30 PM,3:20 PM,M086 102,Classroom,8,1
ITAL 0003 C,Intermediate Italian I,LEC,Perricone Isabella,9/2/14,12/8/14,TR,1:30 PM,2:20 PM,M086 102,Classroom,8,1
ITAL 0003 RA,Intermediate Italian I,RCT,Pausini Cristina,9/2/14,12/8/14,M,12:00 PM,12:40 PM,M086 218,Classroom,9,1
ITAL 0003 RB,Intermediate Italian I,RCT,Pausini Cristina,9/2/14,12/8/14,M,12:45 PM,1:25 PM,M086 218,Classroom,9,1
ITAL 0003 RC,Intermediate Italian I,RCT,Pausini Cristina,9/2/14,12/8/14,W,12:00 PM,12:40 PM,M086 218,Classroom,10,1
ITAL 0003 RD,Intermediate Italian I,RCT,Pausini Cristina,9/2/14,12/8/14,W,12:45 PM,1:25 PM,M086 102,Classroom,8,1
ITAL 0004 A,Intermediate Italian II,LEC,Pausini Cristina,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M086 112,Classroom,9,1
ITAL 0004 A,Intermediate Italian II,LEC,Pausini Cristina,9/2/14,12/8/14,TR,10:30 AM,11:20 AM,M086 112,Classroom,9,1
ITAL 0021 A,Comp & Conv I,LEC,Pausini Cristina,9/2/14,12/8/14,M,4:30 PM,5:20 PM,M086 218,Classroom,10,1
ITAL 0021 A,Comp & Conv I,LEC,Pausini Cristina,9/2/14,12/8/14,TR,3:00 PM,3:50 PM,M086 218,Classroom,10,1
ITAL 0031 A,Readings Ital Lit I,LEC,Baffoni-Licata Laura,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M086 108,Classroom,5,1
ITAL 0051 A,Dante's Inferno,LEC,Pollina Vincent,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M010 204,Classroom,14,1
ITAL 0170 A,Lit Trad & Polit Ideol,LEC,Baffoni-Licata Laura,9/2/14,12/8/14,MW,6:00 PM,7:15 PM,M086 111,Classroom,9,1
JPN 0001 A,Elementary Japanese,LEC,Kagawa Kiyomi,9/2/14,12/8/14,F,10:30 AM,11:20 AM,M086 116,Classroom,18,1
JPN 0001 A,Elementary Japanese,LEC,Kagawa Kiyomi,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M086 116,Classroom,18,1
JPN 0001 B,Elementary Japanese,LEC,Koizumi Shiori,9/2/14,12/8/14,F,12:00 PM,12:50 PM,M086 116,Classroom,12,1
JPN 0001 B,Elementary Japanese,LEC,Koizumi Shiori,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M086 116,Classroom,12,1
JPN 0001 C,Elementary Japanese,LEC,Koizumi Shiori,9/2/14,12/8/14,F,2:30 PM,3:20 PM,M086 318,Classroom,10,1
JPN 0001 C,Elementary Japanese,LEC,Koizumi Shiori,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M086 318,Classroom,10,1
JPN 0001 D,Elementary Japanese,LEC,Koizumi Shiori,9/2/14,12/8/14,F,3:30 PM,4:20 PM,M086 103,Classroom,10,1
JPN 0001 D,Elementary Japanese,LEC,Koizumi Shiori,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M086 006,Classroom,10,1
JPN 0003 A,Intermediate Japanese,LEC,Morita Kiyoko,9/2/14,12/8/14,F,10:30 AM,11:20 AM,M086 002,Classroom,12,1
JPN 0003 A,Intermediate Japanese,LEC,Morita Kiyoko,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M086 002,Classroom,12,1
JPN 0003 B,Intermediate Japanese,LEC,Kagawa Kiyomi,9/2/14,12/8/14,F,1:30 PM,2:20 PM,M086 012,Classroom,9,1
JPN 0003 B,Intermediate Japanese,LEC,Kagawa Kiyomi,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M086 012,Classroom,9,1
JPN 0003 C,Intermediate Japanese,LEC,Morita Kiyoko,9/2/14,12/8/14,F,2:30 PM,3:20 PM,M086 103,Classroom,6,1
JPN 0003 C,Intermediate Japanese,LEC,Morita Kiyoko,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M086 318,Classroom,6,1
JPN 0021 A,Reading & Conversation,LEC,Morita Kiyoko,9/2/14,12/8/14,F,1:30 PM,2:20 PM,M086 107,Classroom,7,1
JPN 0021 A,Reading & Conversation,LEC,Morita Kiyoko,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M086 107,Classroom,7,1
JPN 0062 01,Modern Japanese Lit,LEC,Hirata Hosea,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M086 002,Classroom,16,1
JPN 0080 01,Japanese Film,LEC,Napier Susan,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M086 011,Classroom,19,1
JPN 0080 R,Japanese Film,RCT,TBD,9/2/14,12/8/14,U,5:00 PM,7:30 PM,M024 316,Classroom,11,1
JPN 0091 01,Special Topics,LEC,Carleton Gregory,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M086 012,Classroom,7,1
JPN 0115 01,Haruki Murakami,LEC,Hirata Hosea,9/2/14,12/8/14,M,6:00 PM,9:00 PM,M086 116,Classroom,21,1
JPN 0121 01,Advanced Japanese,LEC,Koizumi Shiori,9/2/14,12/8/14,F,9:30 AM,10:20 AM,M086 318,Classroom,5,1
JPN 0121 01,Advanced Japanese,LEC,Koizumi Shiori,9/2/14,12/8/14,TW,9:05 AM,10:20 AM,M086 318,Classroom,5,1
JPN 0123 01,Adv Readings Jpn Culture,LEC,Kagawa Kiyomi,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M086 334,Classroom,9,1
JPN 0191 01,Special Topics/seminar,LEC,Napier Susan,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M086 107,Classroom,16,1
JPN 0191 R,Special Topics/seminar,RCT,Napier Susan,9/2/14,12/8/14,U,6:00 PM,8:30 PM,M024 304,Classroom,13,1
JS 0055 01,Tech & Jewish Oral Trad,LEC,Summit Jeffrey,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M195 251,Classroom,22,1
JS 0073 01,Aspects Sephardic Trad,LEC,Ascher Gloria J,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M086 116,Classroom,23,1
JS 0091 01,Ladino Lang & Culture,LEC,Ascher Gloria J,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M086 011,Classroom,15,1
JS 0136 01,King David Israelite Mon,LEC,Rosenberg Joel,9/2/14,12/8/14,W,4:30 PM,7:15 PM,M086 107,Classroom,12,1
JS 0164 01,Representing The Jew,LEC,Litvak Joseph D,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M010 203,Classroom,0,1
LAT 0001 01,Elementary Latin I,LEC,Setnik Susan Ellen,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M010 207,Classroom,13,1
LAT 0001 01,Elementary Latin I,LEC,Setnik Susan Ellen,9/2/14,12/8/14,TR,10:30 AM,11:20 AM,M010 207,Classroom,13,1
LAT 0001 02,Elementary Latin I,LEC,Rossi Andreola,9/2/14,12/8/14,MWF,10:30 AM,11:20 AM,M010 207,Classroom,8,1
LAT 0002 01,Elementary Latin II,LEC,Harrington James Matthew,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M024 316,Classroom,6,1
LAT 0003 01,Intermediate Latin,LEC,Setnik Susan Ellen,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M024 310,Classroom,7,1
LAT 0003 02,Intermediate Latin,LEC,Rossi Andreola,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M010 206,Classroom,10,1
LAT 0021 01,Latin Prose,LEC,Harrington James Matthew,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M010 207,Classroom,17,1
LAT 0091 01,Special Topics,LEC,Rossi Andreola,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M010 322,Seminar Room,8,1
LAT 0120 01,Review and Readings,LEC,Harrington James Matthew,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M010 207,Classroom,6,1
LAT 0181 01,Latin Seminars,LEC,Phillips Joanne,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M011 117,Classroom,6,1
LING 0003 01,Language & Mind,LEC,Epstein Brian,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M022 253,Classroom,20,1
LING 0015 01,Intro To Linguistics,LEC,Goldberg Ariel M,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M009 106,Classroom,20,1
LING 0033 01,Logic,LEC,Russinoff Susan,9/2/14,12/8/14,TRF,12:00 PM,12:50 PM,M004 104,Classroom,10,1
LING 0103 01,Logic,LEC,Smith George E,9/2/14,12/8/14,M,4:30 PM,5:20 PM,M017 225,Classroom,0,1
LING 0103 01,Logic,LEC,Smith George E,9/2/14,12/8/14,TR,3:00 PM,3:50 PM,M017 225,Classroom,0,1
LING 0113 01,Semantics,LEC,Jackendoff Ray S.,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M017 224,Classroom,7,1
LING 0114 01,Ling Appr/2nd Lang Acq,LEC,Stoessel Saskia,9/2/14,12/8/14,W,4:30 PM,7:15 PM,M086 116,Classroom,4,1
LING 0155 01,Development Of Language,LEC,Gidney Calvin L,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M003 206,Classroom,6,1
LING 0170 01,Indoeuropean Linguistics,LEC,Mahoney Anne,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M010 209,Classroom,2,1
LING 0170 01,Indoeuropean Linguistics,LEC,Mahoney Anne,9/2/14,12/8/14,TR,10:30 AM,11:20 AM,M010 209,Classroom,2,1
MATH 0004 01,Fundamentals Of Math,LEC,Faubion Zachary,9/2/14,12/8/14,MWF,1:30 PM,2:20 PM,M002 006,Classroom,9,1
MATH 0019 01,Math Of Social Choice,LEC,Garant Linda B,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M002 007,Classroom,37,1
MATH 0019 02,Math Of Social Choice,LEC,Garant Linda B,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M002 101,Classroom,41,1
MATH 0019 03,Math Of Social Choice,LEC,Bray Sarah,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M002 101,Classroom,26,1
MATH 0019 04,Math Of Social Choice,LEC,Bray Sarah,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M002 101,Classroom,9,1
MATH 0019 05,Math Of Social Choice,LEC,Bray Sarah,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M002 101,Classroom,4,1
MATH 0019 06,Math Of Social Choice,LEC,Garant Linda B,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M002 007,Classroom,0,1
MATH 0019 07,Math Of Social Choice,LEC,Garant Linda B,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M002 007,Classroom,2,1
MATH 0019 08,Math Of Social Choice,LEC,Garant Linda B,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M002 101,Classroom,1,1
MATH 0019 09,Math Of Social Choice,LEC,Garant Linda B,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M002 101,Classroom,1,1
MATH 0021 01,Introductory Statistics,LEC,Chlebak Lise,9/2/14,12/8/14,TR,8:05 AM,9:20 AM,M002 005,Classroom,29,1
MATH 0021 02,Introductory Statistics,LEC,Garmirian Patricia M.,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M002 002,Classroom,41,1
MATH 0030 01,Intro To Calculus,LEC,Walsh Genevieve,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M002 005,Classroom,18,1
MATH 0030 02,Intro To Calculus,LEC,Kaufmann Gail F,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M002 003,Classroom,32,1
MATH 0030 02,Intro To Calculus,LEC,Kaufmann Gail F,9/2/14,12/8/14,TR,10:30 AM,11:20 AM,M002 003,Classroom,32,1
MATH 0032 01,Calculus I,LEC,Borgers Christoph,9/2/14,12/8/14,TRF,8:30 AM,9:20 AM,M002 002,Classroom,43,1
MATH 0032 02,Calculus I,LEC,Liang Hao,9/2/14,12/8/14,TRF,8:30 AM,9:20 AM,M002 007,Classroom,35,1
MATH 0032 03,Calculus I,LEC,Hahn Bernadette Nadine,9/2/14,12/8/14,TRF,12:00 PM,12:50 PM,M002 003,Classroom,31,1
MATH 0032 04,Calculus I,LEC,Kaufmann Gail F,9/2/14,12/8/14,TRF,12:00 PM,12:50 PM,M003 312,Classroom,41,1
MATH 0032 05,Calculus I,LEC,Ruane Kim,9/2/14,12/8/14,TRF,12:00 PM,12:50 PM,M003 313,Classroom,39,1
MATH 0032 06,Calculus I,LEC,Cunningham Charles E.,9/2/14,12/8/14,F,2:30 PM,3:20 PM,M002 003,Classroom,30,1
MATH 0032 06,Calculus I,LEC,Cunningham Charles E.,9/2/14,12/8/14,TR,1:30 PM,2:20 PM,M002 003,Classroom,30,1
MATH 0034 01,Calculus II,LEC,Hahn Marjorie G,9/2/14,12/8/14,TRF,8:30 AM,9:20 AM,M002 101,Classroom,14,1
MATH 0034 02,Calculus II,LEC,Takeuchi Ryusei Melody,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M002 003,Classroom,33,1
MATH 0034 03,Calculus II,LEC,Glaser Mary E,9/2/14,12/8/14,TRF,12:00 PM,12:50 PM,M002 101,Classroom,35,1
